ID,domain,title,abstract,Related (or similar) to the dataset,Venue,Doi,annotated
A91,Economics,The Stealth Legitimization of a Controversial Policy Tool: Statistical Profiling in French Public Employment Service,"Statistical profiling algorithms claiming to predict which jobseekers are at risk of becoming long-term unemployed are spread unevenly across countries. However, the pathways and histories of these tools are understudied. Because the profiling path in France is a winding one, it is fruitful to study the production of profiling acceptability within the Public Employment Service (PES), and upstream of its reception by frontline advisers. Using a mix of interviews and written sources, we show that the production of profiling acceptability sits at the crossroads of two processes: technical and political transformations of the instrument itself and broader institutional and managerial transformations of the PES. On the basis of this case study, the paper enriches our understanding of the slow and incremental rationalization of public services that we have termed 'professional rationalization.' We argue that, far from being a softened or moderated form of bureaucratic rationalization, it is powerful—perhaps even irreversible—precisely because it transforms its target (frontline advisers) before the rationalization instrument is even deployed.",ANPE,,,No
A92,Finance,Understanding and Promoting Micro-Finance Activities in Kiva.org,"Non-profit Micro-finance organizations provide loaning opportunities to eradicate poverty by financially equipping impoverished, yet skilled entrepreneurs who are in desperate need of an institution that lends to those who have little. Kiva.org, a widely-used crowd-funded micro-financial service, provides researchers with an extensive amount of publicly available data containing a rich set of heterogeneous information regarding micro-financial transactions. Our objective in this paper is to identify the key factors that encourage people to make micro-financing donations, and ultimately, to keep them actively involved. In our contribution to further promote a healthy micro-finance ecosystem, we detail our personalized loan recommendation system which we formulate as a supervised learning problem where we try to predict how likely a given lender will fund a new loan. We construct the features for each data item by utilizing the available connectivity relationships in order to integrate all the available Kiva data sources. For those lenders with no such relationships, e.g., first-time lenders, we propose a novel method of feature construction by computing joint nonnegative matrix factorizations. Utilizing gradient boosting tree methods, a state-of-the-art prediction model, we are able to achieve up to 0.92 AUC (area under the curve) value, which shows the potential of our methods for practical deployment. Finally, we point out several interesting phenomena on lenders' social behaviors in micro-finance activities.",Kiva,,,No
A93,Transportation,"Understanding Ride-Hailing Sharing and Matching in Chicago Using Travel Time, Cost, and Choice Models","Ride-hailing data is sparingly available throughout the U.S., which limits researchers' understanding of the mode. Chicago is one of a few cities that have mandated ride-hailing companies to submit detailed trip data to their local transportation agency. The dataset is one of the few to contain trip-level attributes such as fare, travel time, and trip length. Most research using the Chicago dataset has focused on understanding why people use ride-hailing. This study focuses on why ride-hailing passengers choose shared over private trips and what influences the shared trips to be matched. Trips to/from airports are less likely to be shared. Trips to/from low-income areas are more likely to be shared. Longer shared trips are more likely to be matched, shared trips to/from dense areas are more likely to be matched, and shared trips between areas with a high number of shared trips are more likely to be matched. Matching an additional shared trip with another adds approximately 4 min to a trip. Ride-hailing users' value of time is found to be $48.23 per hour. Understanding travel behavior is important for all modes of transportation including ride-hailing. The results of this paper can be applied to guide policies aiming to promote more sustainable transportation modes.",Chicago Ridesharing,,,No
A94,Library and information sciences,Unsupervised Differentiable Multi-aspect Network Embedding,"Network embedding is an influential graph mining technique for representing nodes in a graph as distributed vectors. However, the majority of network embedding methods focus on learning a single vector representation for each node, which has been recently criticized for not being capable of modeling multiple aspects of a node. To capture the multiple aspects of each node, existing studies mainly rely on offline graph clustering performed prior to the actual embedding, which results in the cluster membership of each node (i.e., node aspect distribution) fixed throughout the training of the embedding model. We argue that this not only makes each node always have the same aspect distribution regardless of its dynamic context, but also hinders the end-to-end training of the model that eventually leads to the final embedding quality largely dependent on the clustering. In this paper, we propose a novel end-to-end framework for multi-aspect network embedding, called asp2vec, in which the aspects of each node are dynamically assigned based on its local context. More precisely, among multiple aspects, we dynamically assign a single aspect to each node based on its current context, and our aspect selection module is end-to-end differentiable via the Gumbel-Softmax trick. We also introduce the aspect regularization framework to capture the interactions among the multiple aspects in terms of relatedness and diversity. We further demonstrate that our proposed framework can be readily extended to heterogeneous networks. Extensive experiments towards various downstream tasks on various types of homogeneous networks and a heterogeneous network demonstrate the superiority of asp2vec.",4area,,,No
A95,Social work,Using a Machine Learning Tool to Support High-Stakes Decisions in Child Protection,"Machine learning decision support tools have become popular in a range of social domains including healthcare, criminal justice, and child welfare. But the design of these tools often fails to consider the potentially complex interactions that happen between the tools and humans. This lack of human-centered design is one reason that so few tools are actually deployed, and even if they are, struggle to achieve impact. In this article, we present the example of the Allegheny Family Screening Tool, a machine learning model used since 2016 to support hotline screening of child maltreatment referrals. We describe aspects of human-centered design that contributed to the successful deployment of this tool, including agency leadership and ownership, transparency by design, ethical oversight, community engagement, and social license. Finally, we identify potential next-steps to encourage greater integration of human-centered design into the development and implementation of machine learning decision support tools.",Allegheny Child Welfare,,,No
A96,Social work,Using Artificial Intelligence to Identify Emergency Messages on Social Media During a Natural Disaster: A Deep Learning Approach,"During natural disasters, emergency communication systems become overloaded, and people are forced to turn to social media to make requests for help. This study employs machine learning and artificial intelligence to automatically detect, identify, and categorize tweets relevant to first responders during Hurricane Harvey. We curate a dataset of tweets, present a labeling scheme based on relevance and urgency, and develop neural and non-neural machine learning models to automatically categorize tweets. Our best relevance classifiers, language models BERT and XLNet, perform significantly better than non-neural models and the deep convolutional neural network (CNN) and achieve comparable F1 scores. Ultimately, this study furthers machine learning and crisis communication research by developing methods to automatically categorize tweets that can signal to first responders of individuals' requests for help in urgent, life-threatening disasters. Our work also finds large pretrained language models promising for the development of well-performing disaster tweet classifiers in future work.",Harvey Rescue,,,No
A97,Economics,Using Machine Learning for Automated Assessment of Misclassification of Goods for Fraud Detection,"The paper is devoted to providing automated solutions to an actual problem of misclassification of goods in cross-border trade. In this paper, we introduce a hybrid approach to Harmonized System (HS) code assessment that combines the knowledge derived from textual descriptions of products, assigned to them HS codes and taxonomy of HS codes nomenclature. We use machine learning for providing HS code’s predictions and recommendations on the basis of a model learned from the textual descriptions of the products. In order to perform an assessment of misclassification of goods we present a novel combined similarity measure based on cosine similarity of texts and semantic similarity of HS codes based on HS code taxonomy (ontology). The method is evaluated on the real open source data set of Bill of Lading Summary 2017 using Gensim Python library.",US Harmonized tariff schedule,,,No
A98,Social work,"Using Machine Learning to Identify Predictors of Sexually Transmitted Infections Over Time Among Young People Living With or at Risk for HIV Who Participated in ATN Protocols 147, 148, and 149","Sexually transmitted infections (STIs) among youth aged 12 to 24 years have doubled in the last 13 years, accounting for 50% of STIs nationally. We need to identify predictors of STI among youth in urban HIV epicenters. Sexual and gender minority (gay, bisexual, transgender, gender-diverse) and other youth with multiple life stressors (homelessness, incarceration, substance use, mental health disorders) were recruited from 13 sites in Los Angeles and New Orleans (N = 1482). Self-reports and rapid diagnostic tests for STI, HIV, and drug use were conducted at 4-month intervals for up to 24 months. Machine learning was used to identify predictors of time until new STI (including a new HIV diagnosis). At recruitment, 23.9% of youth had a current or past STI. Over 24 months, 19.3% tested positive for a new STI. Heterosexual males had the lowest STI rate (12%); African American youth were 23% more likely to acquire an STI compared with peers of other ethnicities. Time to STI was best predicted by attending group sex venues or parties, moderate but not high dating app use, and past STI and HIV seropositive status. Sexually transmitted infections are concentrated among a subset of young people at highest risk. The best predictors of youth's risk are their sexual environments and networks. Machine learning will allow the next generation of research on predictive patterns of risk to be more robust.",Homeless Youths’ Social Networks,,,No
A99,Urban studies,Using Mobile Device Traces to Improve Near-Real Time Data Collection During the George Floyd Protests,"This research note presents a method for using mobile device trace data to improve collection of data on spontaneously erupting protest activity and related events. Based on this method, it presents a highly granular dataset of such activity for the George Floyd Protests in the United States. We use anonymous aggregated mobile device trace data to identify device surges—anomalous changes in the number of devices in a small geographic area—consistent with the assembly of a large number of individuals. Preliminary estimates from ongoing data collection of protest sites and scale are presented. Establishing better measures of where and when protests occur across and within cities improves researchers' understanding of the downstream political and social consequences of mobilization.",SafeGraph Research Release,,,No
A100,Literature,Who could be behind QAnon? Authorship attribution with supervised machine-learning,"A series of social media posts on 4chan then 8chan, signed under the pseudonym ‘Q’, started a movement known as QAnon, which led some of its most radical supporters to violent and illegal actions. To identify the person(s) behind Q, we evaluate the coincidence between the linguistic properties of the texts written by Q and to those written by a list of suspects provided by journalistic investigation. To identify the authors of these posts, serious challenges have to be addressed. The ‘Q drops’ are very short texts, written in a way that constitute a sort of literary genre in itself, with very peculiar features of style. These texts might have been written by different authors, whose other writings are often hard to find. After an online ethnography of the movement, necessary to collect enough material written by these thirteen potential authors, we use supervised machine learning to build stylistic profiles for each of them. We then performed a ‘rolling analysis’, looking repeatedly through a moving window for parts of Q’s writings matching our profiles. We conclude that two different individuals, Paul F. and Ron W., are the closest match to Q’s linguistic signature, and they could have successively written Q’s texts. These potential authors are not high-ranked personality from the US administration, but rather social media activists.",nominees corpus,,,No
A101,Social networks,You are who you know: inferring user profiles in online social networks,"Online social networks are now a popular way for users to connect, express themselves, and share content. Users in today's online social networks often post a profile, consisting of attributes like geographic location, interests, and schools attended. Such profile information is used on the sites as a basis for grouping users, for sharing content, and for suggesting users who may benefit from interaction. However, in practice, not all users provide these attributes. In this paper, we ask the question: given attributes for some fraction of the users in an online social network, can we infer the attributes of the remaining users? In other words, can the attributes of users, in combination with the social network graph, be used to predict the attributes of another user in the network? To answer this question, we gather fine-grained data from two social networks and try to infer user profile attributes. We find that users with common attributes are more likely to be friends and often form dense communities, and we propose a method of inferring user attributes that is inspired by previous approaches to detecting communities in social networks. Our results show that certain user attributes can be inferred with high accuracy when given information on as little as 20% of the users.",Rice Social Network,,,No
